ExternalID,SurveyNumber,QuestionID,Questions,QuestionType,Answer,Answer_normalized,sentiment,entities,topic_label,topic_id
,S25120024,296,بشكل عام، ما مدى رضاك عن خدماتنا؟,EMOJIS,1,1,neutral,"[{'text': '1', 'label': 'وقت', 'score': 0.41549354791641235, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
29614249387192449,S25120024,296,بشكل عام، ما مدى رضاك عن خدماتنا؟,EMOJIS,2,2,neutral,"[{'text': '2', 'label': 'وقت', 'score': 0.4538973569869995, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
48164499414409065,S25120024,296,بشكل عام، ما مدى رضاك عن خدماتنا؟,EMOJIS,3,3,neutral,"[{'text': '3', 'label': 'وقت', 'score': 0.4541652202606201, 'start': 0, 'end': 1}]",", , , , , , , , , ",27
14679313066594349,S25120024,296,بشكل عام، ما مدى رضاك عن خدماتنا؟,EMOJIS,4,4,neutral,"[{'text': '4', 'label': 'وقت', 'score': 0.47957587242126465, 'start': 0, 'end': 1}]",", , , , , , , , , ",27
58260897809422701,S25120024,296,بشكل عام، ما مدى رضاك عن خدماتنا؟,EMOJIS,5,5,neutral,"[{'text': '5', 'label': 'وقت', 'score': 0.487455278635025, 'start': 0, 'end': 1}]","10, , , , , , , , , ",52
44710991658674595,S25120024,297,ما مدى رضاك عن أداء مندوب المبيعات الذي قام بخدمتك؟,EMOJIS,1,1,neutral,"[{'text': '1', 'label': 'وقت', 'score': 0.41549354791641235, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
43769892783859097,S25120024,297,ما مدى رضاك عن أداء مندوب المبيعات الذي قام بخدمتك؟,EMOJIS,2,2,neutral,"[{'text': '2', 'label': 'وقت', 'score': 0.4538974165916443, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
2061902787314123,S25120024,297,ما مدى رضاك عن أداء مندوب المبيعات الذي قام بخدمتك؟,EMOJIS,3-Acceptable/مقبول,3-مقبول,neutral,"[{'text': '3-مقبول', 'label': 'شخص', 'score': 0.4992937445640564, 'start': 0, 'end': 7}]","مقبول, بقوه, ممتاز, , , , , , , ",21
57578038032338429,S25120024,297,ما مدى رضاك عن أداء مندوب المبيعات الذي قام بخدمتك؟,EMOJIS,4,4,neutral,"[{'text': '4', 'label': 'وقت', 'score': 0.47957587242126465, 'start': 0, 'end': 1}]",", , , , , , , , , ",27
54188713562213306,S25120024,297,ما مدى رضاك عن أداء مندوب المبيعات الذي قام بخدمتك؟,EMOJIS,5,5,neutral,"[{'text': '5', 'label': 'وقت', 'score': 0.487455278635025, 'start': 0, 'end': 1}]","10, , , , , , , , , ",52
20578119168627418,S25120024,298,ما مدى رضاك عن سرعة ودقة تنفيذ طلبك في الوقت المحدد؟,EMOJIS,1,1,neutral,"[{'text': '1', 'label': 'وقت', 'score': 0.41549351811408997, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
,S25120024,298,ما مدى رضاك عن سرعة ودقة تنفيذ طلبك في الوقت المحدد؟,EMOJIS,2,2,neutral,"[{'text': '2', 'label': 'وقت', 'score': 0.4538974165916443, 'start': 0, 'end': 1}]",", , , , , , , , , ",22
32088748682648188,S25120024,298,ما مدى رضاك عن سرعة ودقة تنفيذ طلبك في الوقت المحدد؟,EMOJIS,3,3,neutral,"[{'text': '3', 'label': 'وقت', 'score': 0.4541652202606201, 'start': 0, 'end': 1}]",", , , , , , , , , ",27
57578038032338429,S25120024,298,ما مدى رضاك عن سرعة ودقة تنفيذ طلبك في الوقت المحدد؟,EMOJIS,4,4,neutral,"[{'text': '4', 'label': 'وقت', 'score': 0.47957587242126465, 'start': 0, 'end': 1}]",", , , , , , , , , ",27
14443230733048737,S25120024,298,ما مدى رضاك عن سرعة ودقة تنفيذ طلبك في الوقت المحدد؟,EMOJIS,5,5,neutral,"[{'text': '5', 'label': 'وقت', 'score': 0.487455278635025, 'start': 0, 'end': 1}]","10, , , , , , , , , ",52
19039455404477539,S25120024,299,ما مدى احتمالية أن توصي بشركة قنوات كمورد لزميل أو شريك تجاري؟,MULTIPLE_CHOICE,,,neutral,[],غير محدد,-1
32430502547732697,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يوجد بعض التاخير من المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذى الملاحظه بخصخصوص فرع الصفاء رقم التاجر  خر رقمين ٧٢,يوجد بعض التاخير المندوب في تسليم الشرائح كما يوجد صعوبه في التواصل هذي الملاحظه بخصخصوص فرع الصفاء رقم التاجر خر رقمين ٧٢,negative,"[{'text': 'التاخير', 'label': 'حدث', 'score': 0.5192484855651855, 'start': 9, 'end': 16}, {'text': 'المندوب', 'label': 'شخص', 'score': 0.7001738548278809, 'start': 17, 'end': 24}, {'text': 'الشرائح', 'label': 'منتج', 'score': 0.7216832637786865, 'start': 34, 'end': 41}, {'text': 'التواصل', 'label': 'حدث', 'score': 0.3762615919113159, 'start': 60, 'end': 67}, {'text': 'فرع الصفاء', 'label': 'منظمة', 'score': 0.7145770788192749, 'start': 89, 'end': 99}, {'text': 'التاجر', 'label': 'شخص', 'score': 0.7095012068748474, 'start': 104, 'end': 110}]",متنوع,-1
50383743425360150,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يوجد اتفاقية تركيب لوحة ولم استلم المبالغ,يوجد اتفاقيه تركيب لوحه ولم استلم المبالغ,neutral,"[{'text': 'اتفاقيه', 'label': 'حدث', 'score': 0.3922422230243683, 'start': 5, 'end': 12}, {'text': 'لوحه', 'label': 'منتج', 'score': 0.5640881061553955, 'start': 19, 'end': 23}, {'text': 'استلم', 'label': 'شخص', 'score': 0.34125784039497375, 'start': 28, 'end': 33}, {'text': 'المبالغ', 'label': 'حدث', 'score': 0.42590638995170593, 'start': 34, 'end': 41}]","شرائح, ولم, نقل, الرقم, اطلب, اكثر, او, ثلاثه, الاتصال, الاقامه",5
28440410924405915,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يفضل اظافة خاصية esim نظرا لكثرة السؤال عليها وشكرا,يفضل اظافه خاصيه نظرا لكثره السؤال عليها وشكرا,neutral,"[{'text': 'يفضل', 'label': 'شخص', 'score': 0.3564448058605194, 'start': 0, 'end': 4}, {'text': 'خاصيه', 'label': 'منتج', 'score': 0.5853956341743469, 'start': 11, 'end': 16}, {'text': 'السؤال', 'label': 'شخص', 'score': 0.4509214460849762, 'start': 28, 'end': 34}]","تعليق اليوزر, خاصيه, عندنا مشكله, عليها, تعليق, فرع, كثرت, عندنا, ملاحظه, عدم توفر",45
53065367723418554,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيه العافيه الموظف سريع بالانجاز شكراااا,يعطيه العافيه الموظف سريع بالانجاز شكراااا,positive,"[{'text': 'الموظف', 'label': 'شخص', 'score': 0.8815658092498779, 'start': 14, 'end': 20}, {'text': 'شكراااا', 'label': 'شخص', 'score': 0.3115110993385315, 'start': 35, 'end': 42}]",متنوع,-1
50333109973859891,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيكم العافيه على سرعة الاستجابه,يعطيكم العافيه علي سرعه الاستجابه,positive,"[{'text': 'يعطيكم العافيه', 'label': 'شخص', 'score': 0.4069775342941284, 'start': 0, 'end': 14}, {'text': 'سرعه الاستجابه', 'label': 'حدث', 'score': 0.4856990873813629, 'start': 19, 'end': 33}]","علي سرعه, سرعه الاستجابه, الاستجابه, تركي علي, سرعه, الاستجابه والمتابعه, نشكر, والمتابعه, والمتابعه المستمره, نشكر الاخ",10
19755897620831819,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك الف الف عافيه,يعطيك الف الف عافيه,positive,"[{'text': 'يعطيك', 'label': 'شخص', 'score': 0.3081948161125183, 'start': 0, 'end': 5}, {'text': 'عافيه', 'label': 'حدث', 'score': 0.4285520315170288, 'start': 14, 'end': 19}]","يعطيك, يعطيك العافيه, العافيه, الف, الف شكرا, الف الف, الله يعطيك, الله, يجزاك خير, يوفقك",6
48852333289812141,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافيه الاخ تركي,يعطيك العافيه الاخ تركي,positive,"[{'text': 'الاخ تركي', 'label': 'شخص', 'score': 0.7201232314109802, 'start': 14, 'end': 23}]","يعطيك, يعطيك العافيه, العافيه, الف, الف شكرا, الف الف, الله يعطيك, الله, يجزاك خير, يوفقك",6
49204346235323202,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافيه,يعطيك العافيه,positive,"[{'text': 'يعطيك العافيه', 'label': 'شخص', 'score': 0.4466535449028015, 'start': 0, 'end': 13}]","يعطيك, يعطيك العافيه, العافيه, الف, الف شكرا, الف الف, الله يعطيك, الله, يجزاك خير, يوفقك",6
20356979723716562,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يعطيك العافية يابو ناصر ,يعطيك العافيه يابو ناصر,positive,"[{'text': 'يابو ناصر', 'label': 'شخص', 'score': 0.7886552214622498, 'start': 14, 'end': 23}]","يعطيك, يعطيك العافيه, العافيه, الف, الف شكرا, الف الف, الله يعطيك, الله, يجزاك خير, يوفقك",6
52927157933182483,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,يستاهل اعلى درجات التقييم الأستاذ تركي خير من يمثل شركة stc اسأل الله له التوفيق والسداد ,يستاهل اعلي درجات التقييم الاستاذ تركي خير يمثل شركه اسال الله له التوفيق والسداد,positive,"[{'text': 'الاستاذ تركي خير', 'label': 'شخص', 'score': 0.8646519780158997, 'start': 26, 'end': 42}, {'text': 'شركه', 'label': 'منظمة', 'score': 0.6557713150978088, 'start': 48, 'end': 52}, {'text': 'الله', 'label': 'منظمة', 'score': 0.3895135521888733, 'start': 58, 'end': 62}, {'text': 'التوفيق والسداد', 'label': 'حدث', 'score': 0.3419357240200043, 'start': 66, 'end': 81}]",متنوع,-1
58628333493793570,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ياليت انتمكم تشوفوم حل البصمة اةوجھ ان بع,ياليت انتمكم تشوفوم حل البصمه اهوجھ ان بع,negative,"[{'text': 'انتمكم', 'label': 'شخص', 'score': 0.5127851366996765, 'start': 6, 'end': 12}, {'text': 'حل البصمه', 'label': 'منتج', 'score': 0.5519736409187317, 'start': 20, 'end': 29}, {'text': 'اهوجھ', 'label': 'شخص', 'score': 0.5296750068664551, 'start': 30, 'end': 35}, {'text': 'بع', 'label': 'شخص', 'score': 0.3306690454483032, 'start': 39, 'end': 41}]","للشرائح, العموله, الان, عموله, اول, سعر, هناك, لكي, للعميل, صرف",14
56714507466625945,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ونعم الرجل ,ونعم الرجل,positive,"[{'text': 'الرجل', 'label': 'شخص', 'score': 0.7493193745613098, 'start': 5, 'end': 10}]",متنوع,-1
48008130506838072,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ونعم استاذ تركي ,ونعم استاذ تركي,positive,"[{'text': 'ونعم', 'label': 'شخص', 'score': 0.340793639421463, 'start': 0, 'end': 4}, {'text': 'استاذ تركي', 'label': 'شخص', 'score': 0.6896077394485474, 'start': 5, 'end': 15}]","الاستاذ ثابت, ثابت, شكرا الاستاذ, تركي شكرا, شكرا للاخ, عبدالرحمن شكرا, منصور, شكرا عبدالرحمن, عبدالرحمن, شكرا",1
13383838505541255,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات ,ولا نزال بتعب مستمر مع المندوب ناصر الشمري بسبب الشرايح والعذر عدم وجود شرايح في المستودعات,negative,"[{'text': 'المندوب', 'label': 'شخص', 'score': 0.3701566159725189, 'start': 23, 'end': 30}, {'text': 'ناصر الشمري', 'label': 'شخص', 'score': 0.8904122114181519, 'start': 31, 'end': 42}, {'text': 'الشرايح', 'label': 'حدث', 'score': 0.6228106617927551, 'start': 48, 'end': 55}, {'text': 'شرايح', 'label': 'منتج', 'score': 0.54080730676651, 'start': 72, 'end': 77}, {'text': 'المستودعات', 'label': 'مكان', 'score': 0.7549539804458618, 'start': 81, 'end': 91}]","بعدم, ناصر الشمري, وجود, ناصر, الشرايح, المبيعات, التعاون قبل, التجاوب معانا, طلبات, اخبارنا",30
15564874867034255,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,وفق الله الجميع ,وفق الله الجميع,positive,"[{'text': 'الله', 'label': 'منظمة', 'score': 0.48000743985176086, 'start': 4, 'end': 8}, {'text': 'الجميع', 'label': 'شخص', 'score': 0.5527316331863403, 'start': 9, 'end': 15}]","الاستاذ ثابت, ثابت, شكرا الاستاذ, تركي شكرا, شكرا للاخ, عبدالرحمن شكرا, منصور, شكرا عبدالرحمن, عبدالرحمن, شكرا",1
13034942760983746,S25120024,300,رأيك يهمنا، فضلاً شاركنا تعليق او مقترح يساعد في تحسين التجربة,TEXT_INPUT,وضع ميزات لشركائكم حسب الاهميه والتفعيل ,وضع ميزات لشركائكم حسب الاهميه والتفعيل,neutral,"[{'text': 'ميزات', 'label': 'منتج', 'score': 0.5420375466346741, 'start': 4, 'end': 9}, {'text': 'الاهميه', 'label': 'حدث', 'score': 0.3951346278190613, 'start': 23, 'end': 30}]","السوق, كافيه, حسب, قنوات وتوفير, تواصل الشركه, الاسعار, وضع, الرجاء توفير, وتوفير, تواصل",66
